Name,Date,Value
Information and communication,2018-09,103.8
Information and communication,2018-12,106
Information and communication,2019-03,101.6
Information and communication,2019-06,107.1
Information and communication,2019-09,98.8
Information and communication,2019-12,104.2
Information and communication,2020-03,101.4
Information and communication,2020-06,93.7
Information and communication,2020-09,108.5
Information and communication,2020-12,101.6
Information and communication,2021-03,102
Information and communication,2021-06,102.4
Information and communication,2021-09,104.6
Information and communication,2021-12,104.4
Information and communication,2022-03,112.2
Information and communication,2022-06,100.6
Information and communication,2022-09,105.8
Information and communication,2022-12,91
Information and communication,2023-03,106
Information and communication,2023-06,104.9
Information and communication,2023-09,99.1
Information and communication,2023-12,100.9
Information and communication,2024-03,96.8
Information and communication,2024-06,101
Information and communication,2024-09,101.6
Information and communication,2024-12,102.6
Information and communication,2025-03,99.1
Information and communication,2025-06,99.6
Information and communication,2025-09,103.9
Information and communication,2025-12,
Information and communication,2026-03,
Information and communication,2026-06,
Information and communication,2026-09,
Information and communication,2026-12,
Financial intermediation and insurance,,P?nz?gyi k?zvet?t?s ?s biztos?t?s
Financial intermediation and insurance,Date (formatted),Intermediere financiar? ?i asigur?ri
Financial intermediation and insurance,1995-03,
Financial intermediation and insurance,1995-06,100.4
Financial intermediation and insurance,1995-09,97.4
Financial intermediation and insurance,1995-12,96.4
Financial intermediation and insurance,1996-03,94
Financial intermediation and insurance,1996-06,101.2
Financial intermediation and insurance,1996-09,92.7
Financial intermediation and insurance,1996-12,97.1
Financial intermediation and insurance,1997-03,111
Financial intermediation and insurance,1997-06,96.2
Financial intermediation and insurance,1997-09,86.6
Financial intermediation and insurance,1997-12,95.7
Financial intermediation and insurance,1998-03,105.2
Financial intermediation and insurance,1998-06,102
Financial intermediation and insurance,1998-09,125.3
Financial intermediation and insurance,1998-12,89.3
Financial intermediation and insurance,1999-03,89.6
Financial intermediation and insurance,1999-06,104.8
Financial intermediation and insurance,1999-09,124.9
Financial intermediation and insurance,1999-12,94.7
Financial intermediation and insurance,2000-03,96.7
Financial intermediation and insurance,2000-06,115.8
Financial intermediation and insurance,2000-09,101.2
Financial intermediation and insurance,2000-12,96.6
Financial intermediation and insurance,2001-03,98.5
Financial intermediation and insurance,2001-06,93
Financial intermediation and insurance,2001-09,104.7
Financial intermediation and insurance,2001-12,98.3
Financial intermediation and insurance,2002-03,94.6
Financial intermediation and insurance,2002-06,99.2
Financial intermediation and insurance,2002-09,97.1
Financial intermediation and insurance,2002-12,98.1
Financial intermediation and insurance,2003-03,94.9
Financial intermediation and insurance,2003-06,99.6
Financial intermediation and insurance,2003-09,100.9
Financial intermediation and insurance,2003-12,96.3
Financial intermediation and insurance,2004-03,127.3
Financial intermediation and insurance,2004-06,100
Financial intermediation and insurance,2004-09,99
Financial intermediation and insurance,2004-12,102.8
Financial intermediation and insurance,2005-03,101.2
Financial intermediation and insurance,2005-06,98.4
Financial intermediation and insurance,2005-09,102
Financial intermediation and insurance,2005-12,102.4
Financial intermediation and insurance,2006-03,97.5
Financial intermediation and insurance,2006-06,99.5
Financial intermediation and insurance,2006-09,102.3
Financial intermediation and insurance,2006-12,104.4
Financial intermediation and insurance,2007-03,105.1
Financial intermediation and insurance,2007-06,100.1
Financial intermediation and insurance,2007-09,100.6
Financial intermediation and insurance,2007-12,107.9
Financial intermediation and insurance,2008-03,106.8
Financial intermediation and insurance,2008-06,100.7
Financial intermediation and insurance,2008-09,100.3
Financial intermediation and insurance,2008-12,112.5
Financial intermediation and insurance,2009-03,82.1
Financial intermediation and insurance,2009-06,96.4
Financial intermediation and insurance,2009-09,99.8
Financial intermediation and insurance,2009-12,95.5
Financial intermediation and insurance,2010-03,112.6
Financial intermediation and insurance,2010-06,100.2
Financial intermediation and insurance,2010-09,92.8
Financial intermediation and insurance,2010-12,108.9
Financial intermediation and insurance,2011-03,110.3
Financial intermediation and insurance,2011-06,109.8
Financial intermediation and insurance,2011-09,85.5
Financial intermediation and insurance,2011-12,120.2
Financial intermediation and insurance,2012-03,99.5
Financial intermediation and insurance,2012-06,100.1
Financial intermediation and insurance,2012-09,115.4
Financial intermediation and insurance,2012-12,82.6
Financial intermediation and insurance,2013-03,133.3
Financial intermediation and insurance,2013-06,101.7
Financial intermediation and insurance,2013-09,105.8
Financial intermediation and insurance,2013-12,89.6
Financial intermediation and insurance,2014-03,89.7
Financial intermediation and insurance,2014-06,104.2
Financial intermediation and insurance,2014-09,97.8
Financial intermediation and insurance,2014-12,94.3
Financial intermediation and insurance,2015-03,101.8
Financial intermediation and insurance,2015-06,100.3
Financial intermediation and insurance,2015-09,99
Financial intermediation and insurance,2015-12,87.6
Financial intermediation and insurance,2016-03,128.5
Financial intermediation and insurance,2016-06,100.6
Financial intermediation and insurance,2016-09,98.8
Financial intermediation and insurance,2016-12,87
Financial intermediation and insurance,2017-03,89.7
Financial intermediation and insurance,2017-06,102.8
Financial intermediation and insurance,2017-09,100.6
Financial intermediation and insurance,2017-12,106.6
Financial intermediation and insurance,2018-03,92.8
Financial intermediation and insurance,2018-06,95.7
Financial intermediation and insurance,2018-09,105.6
Financial intermediation and insurance,2018-12,108.7
Financial intermediation and insurance,2019-03,86.4
Financial intermediation and insurance,2019-06,106.2
Financial intermediation and insurance,2019-09,100.9
Financial intermediation and insurance,2019-12,106.3
Financial intermediation and insurance,2020-03,123.9
Financial intermediation and insurance,2020-06,100
Financial intermediation and insurance,2020-09,99.5
Financial intermediation and insurance,2020-12,107.9
Financial intermediation and insurance,2021-03,92.6
Financial intermediation and insurance,2021-06,93.1
Financial intermediation and insurance,2021-09,105.5
Financial intermediation and insurance,2021-12,104.7
Financial intermediation and insurance,2022-03,97.6
Financial intermediation and insurance,2022-06,104.1
Financial intermediation and insurance,2022-09,101.6
Financial intermediation and insurance,2022-12,98.3
Financial intermediation and insurance,2023-03,112.6
Financial intermediation and insurance,2023-06,104.7
Financial intermediation and insurance,2023-09,99.8
Financial intermediation and insurance,2023-12,96.9
Financial intermediation and insurance,2024-03,100.6
Financial intermediation and insurance,2024-06,101
Financial intermediation and insurance,2024-09,99.3
Financial intermediation and insurance,2024-12,100.5
Financial intermediation and insurance,2025-03,99.1
Financial intermediation and insurance,2025-06,100
Financial intermediation and insurance,2025-09,100
Financial intermediation and insurance,2025-12,
Financial intermediation and insurance,2026-03,
Financial intermediation and insurance,2026-06,
Financial intermediation and insurance,2026-09,
Financial intermediation and insurance,2026-12,
Real estate activities,,Ingatlan?gyletek
Real estate activities,Date (formatted),Activit??i imobiliare
Real estate activities,1995-03,
Real estate activities,1995-06,103.4
Real estate activities,1995-09,90.2
Real estate activities,1995-12,101.6
Real estate activities,1996-03,103.1
Real estate activities,1996-06,109.1
Real estate activities,1996-09,91.4
Real estate activities,1996-12,96.2
Real estate activities,1997-03,101.5
Real estate activities,1997-06,95.2
Real estate activities,1997-09,85.1
Real estate activities,1997-12,101.6
Real estate activities,1998-03,101
Real estate activities,1998-06,104.1
Real estate activities,1998-09,108.8
Real estate activities,1998-12,97.4
Real estate activities,1999-03,95.9
Real estate activities,1999-06,100.8
Real estate activities,1999-09,108.5
Real estate activities,1999-12,94.3
Real estate activities,2000-03,99.5
Real estate activities,2000-06,98.6
Real estate activities,2000-09,107.4
Real estate activities,2000-12,108.9
Real estate activities,2001-03,94
Real estate activities,2001-06,98.2
Real estate activities,2001-09,96.9
Real estate activities,2001-12,109.4
Real estate activities,2002-03,108.4
Real estate activities,2002-06,100.9
Real estate activities,2002-09,100.3
Real estate activities,2002-12,99.6
Real estate activities,2003-03,98.7
Real estate activities,2003-06,102.8
Real estate activities,2003-09,101.2
Real estate activities,2003-12,97.6
Real estate activities,2004-03,106.8
Real estate activities,2004-06,101.7
Real estate activities,2004-09,98.5
Real estate activities,2004-12,104.2
Real estate activities,2005-03,108.3
Real estate activities,2005-06,101.6
Real estate activities,2005-09,99.8
Real estate activities,2005-12,100.8
Real estate activities,2006-03,104.6
Real estate activities,2006-06,101.3
Real estate activities,2006-09,102.8
Real estate activities,2006-12,101.7
Real estate activities,2007-03,134.3
Real estate activities,2007-06,99.6
Real estate activities,2007-09,101.7
Real estate activities,2007-12,99.9
Real estate activities,2008-03,72.5
Real estate activities,2008-06,103.8
Real estate activities,2008-09,102.9
Real estate activities,2008-12,99.4
Real estate activities,2009-03,92.2
Real estate activities,2009-06,103.7
Real estate activities,2009-09,105.5
Real estate activities,2009-12,96.7
Real estate activities,2010-03,70.8
Real estate activities,2010-06,99.1
Real estate activities,2010-09,105.2
Real estate activities,2010-12,106.1
Real estate activities,2011-03,86
Real estate activities,2011-06,107
Real estate activities,2011-09,97
Real estate activities,2011-12,127.1
Real estate activities,2012-03,103
Real estate activities,2012-06,80.8
Real estate activities,2012-09,99
Real estate activities,2012-12,101.6
Real estate activities,2013-03,115.1
Real estate activities,2013-06,87.9
Real estate activities,2013-09,101.3
Real estate activities,2013-12,100.3
Real estate activities,2014-03,111.3
Real estate activities,2014-06,94.6
Real estate activities,2014-09,100.7
Real estate activities,2014-12,103.6
Real estate activities,2015-03,107
Real estate activities,2015-06,98.5
Real estate activities,2015-09,100.9
Real estate activities,2015-12,102.8
Real estate activities,2016-03,97.3
Real estate activities,2016-06,100.8
Real estate activities,2016-09,100.9
Real estate activities,2016-12,102.6
Real estate activities,2017-03,105.6
Real estate activities,2017-06,101.3
Real estate activities,2017-09,100.8
Real estate activities,2017-12,98.4
Real estate activities,2018-03,101.4
Real estate activities,2018-06,102.6
Real estate activities,2018-09,102.9
Real estate activities,2018-12,98.2
Real estate activities,2019-03,107.7
Real estate activities,2019-06,103.4
Real estate activities,2019-09,100.8
Real estate activities,2019-12,101.1
Real estate activities,2020-03,93.1
Real estate activities,2020-06,98.8
Real estate activities,2020-09,102.4
Real estate activities,2020-12,102.3
Real estate activities,2021-03,102.6
Real estate activities,2021-06,104.5
Real estate activities,2021-09,100.4
Real estate activities,2021-12,101.8
Real estate activities,2022-03,105.1
Real estate activities,2022-06,100.9
Real estate activities,2022-09,104.3
Real estate activities,2022-12,98.5
Real estate activities,2023-03,97.8
Real estate activities,2023-06,102.6
Real estate activities,2023-09,98.9
Real estate activities,2023-12,103.2
Real estate activities,2024-03,93.6
Real estate activities,2024-06,103.7
Real estate activities,2024-09,100.5
Real estate activities,2024-12,101.2
Real estate activities,2025-03,98.5
Real estate activities,2025-06,98.8
Real estate activities,2025-09,100.9
Real estate activities,2025-12,
Real estate activities,2026-03,
Real estate activities,2026-06,
Real estate activities,2026-09,
Real estate activities,2026-12,
Professional; scientific and technical activities; activities of administrative services and support services,,Szakmai; tudom?nyos ?s m?szaki tev?kenys?gek; adminisztrat?v ?s szolg?ltat?st t?mogat? tev?kenys?gek
Professional; scientific and technical activities; activities of administrative services and support services,Date (formatted),Activit??i profesionale; ?tiin?ifice ?i tehnice; activit??i de servicii administrative ?i de sprijin
Professional; scientific and technical activities; activities of administrative services and support services,1995-03,
Professional; scientific and technical activities; activities of administrative services and support services,1995-06,100.3
Professional; scientific and technical activities; activities of administrative services and support services,1995-09,125.1
Professional; scientific and technical activities; activities of administrative services and support services,1995-12,89
Professional; scientific and technical activities; activities of administrative services and support services,1996-03,93.2
Professional; scientific and technical activities; activities of administrative services and support services,1996-06,99.3
Professional; scientific and technical activities; activities of administrative services and support services,1996-09,127
Professional; scientific and technical activities; activities of administrative services and support services,1996-12,88.2
Professional; scientific and technical activities; activities of administrative services and support services,1997-03,107.4
Professional; scientific and technical activities; activities of administrative services and support services,1997-06,95.3
Professional; scientific and technical activities; activities of administrative services and support services,1997-09,84.9
Professional; scientific and technical activities; activities of administrative services and support services,1997-12,107.4
Professional; scientific and technical activities; activities of administrative services and support services,1998-03,98
Professional; scientific and technical activities; activities of administrative services and support services,1998-06,97.8
Professional; scientific and technical activities; activities of administrative services and support services,1998-09,106.3
Professional; scientific and technical activities; activities of administrative services and support services,1998-12,100.7
Professional; scientific and technical activities; activities of administrative services and support services,1999-03,89.5
Professional; scientific and technical activities; activities of administrative services and support services,1999-06,112.3
Professional; scientific and technical activities; activities of administrative services and support services,1999-09,103.5
Professional; scientific and technical activities; activities of administrative services and support services,1999-12,96.1
Professional; scientific and technical activities; activities of administrative services and support services,2000-03,101.4
Professional; scientific and technical activities; activities of administrative services and support services,2000-06,107.6
Professional; scientific and technical activities; activities of administrative services and support services,2000-09,100.9
Professional; scientific and technical activities; activities of administrative services and support services,2000-12,105.1
Professional; scientific and technical activities; activities of administrative services and support services,2001-03,94.5
Professional; scientific and technical activities; activities of administrative services and support services,2001-06,99.4
Professional; scientific and technical activities; activities of administrative services and support services,2001-09,101.8
Professional; scientific and technical activities; activities of administrative services and support services,2001-12,106.6
Professional; scientific and technical activities; activities of administrative services and support services,2002-03,118.8
Professional; scientific and technical activities; activities of administrative services and support services,2002-06,103
Professional; scientific and technical activities; activities of administrative services and support services,2002-09,96.9
Professional; scientific and technical activities; activities of administrative services and support services,2002-12,105.7
Professional; scientific and technical activities; activities of administrative services and support services,2003-03,104.5
Professional; scientific and technical activities; activities of administrative services and support services,2003-06,104.3
Professional; scientific and technical activities; activities of administrative services and support services,2003-09,101.7
Professional; scientific and technical activities; activities of administrative services and support services,2003-12,93.5
Professional; scientific and technical activities; activities of administrative services and support services,2004-03,102.9
Professional; scientific and technical activities; activities of administrative services and support services,2004-06,101.7
Professional; scientific and technical activities; activities of administrative services and support services,2004-09,103.3
Professional; scientific and technical activities; activities of administrative services and support services,2004-12,103
Professional; scientific and technical activities; activities of administrative services and support services,2005-03,106.9
Professional; scientific and technical activities; activities of administrative services and support services,2005-06,96
Professional; scientific and technical activities; activities of administrative services and support services,2005-09,104.8
Professional; scientific and technical activities; activities of administrative services and support services,2005-12,96.2
Professional; scientific and technical activities; activities of administrative services and support services,2006-03,132.5
Professional; scientific and technical activities; activities of administrative services and support services,2006-06,96.8
Professional; scientific and technical activities; activities of administrative services and support services,2006-09,99.2
Professional; scientific and technical activities; activities of administrative services and support services,2006-12,95.9
Professional; scientific and technical activities; activities of administrative services and support services,2007-03,103.6
Professional; scientific and technical activities; activities of administrative services and support services,2007-06,102.7
Professional; scientific and technical activities; activities of administrative services and support services,2007-09,99.9
Professional; scientific and technical activities; activities of administrative services and support services,2007-12,92.1
Professional; scientific and technical activities; activities of administrative services and support services,2008-03,92.4
Professional; scientific and technical activities; activities of administrative services and support services,2008-06,129.4
Professional; scientific and technical activities; activities of administrative services and support services,2008-09,94.4
Professional; scientific and technical activities; activities of administrative services and support services,2008-12,103.9
Professional; scientific and technical activities; activities of administrative services and support services,2009-03,91.5
Professional; scientific and technical activities; activities of administrative services and support services,2009-06,101.5
Professional; scientific and technical activities; activities of administrative services and support services,2009-09,102.9
Professional; scientific and technical activities; activities of administrative services and support services,2009-12,99.1
Professional; scientific and technical activities; activities of administrative services and support services,2010-03,85.4
Professional; scientific and technical activities; activities of administrative services and support services,2010-06,94.4
Professional; scientific and technical activities; activities of administrative services and support services,2010-09,100
Professional; scientific and technical activities; activities of administrative services and support services,2010-12,94.8
Professional; scientific and technical activities; activities of administrative services and support services,2011-03,116.1
Professional; scientific and technical activities; activities of administrative services and support services,2011-06,104.9
Professional; scientific and technical activities; activities of administrative services and support services,2011-09,99.3
Professional; scientific and technical activities; activities of administrative services and support services,2011-12,106.3
Professional; scientific and technical activities; activities of administrative services and support services,2012-03,103.6
Professional; scientific and technical activities; activities of administrative services and support services,2012-06,107.2
Professional; scientific and technical activities; activities of administrative services and support services,2012-09,103
Professional; scientific and technical activities; activities of administrative services and support services,2012-12,100.1
Professional; scientific and technical activities; activities of administrative services and support services,2013-03,108.1
Professional; scientific and technical activities; activities of administrative services and support services,2013-06,108.4
Professional; scientific and technical activities; activities of administrative services and support services,2013-09,102.6
Professional; scientific and technical activities; activities of administrative services and support services,2013-12,108
Professional; scientific and technical activities; activities of administrative services and support services,2014-03,83.2
Professional; scientific and technical activities; activities of administrative services and support services,2014-06,111.4
Professional; scientific and technical activities; activities of administrative services and support services,2014-09,107.9
Professional; scientific and technical activities; activities of administrative services and support services,2014-12,102.7
Professional; scientific and technical activities; activities of administrative services and support services,2015-03,90.1
Professional; scientific and technical activities; activities of administrative services and support services,2015-06,108.7
Professional; scientific and technical activities; activities of administrative services and support services,2015-09,99.8
Professional; scientific and technical activities; activities of administrative services and support services,2015-12,104.5
Professional; scientific and technical activities; activities of administrative services and support services,2016-03,91.9
Professional; scientific and technical activities; activities of administrative services and support services,2016-06,96.7
Professional; scientific and technical activities; activities of administrative services and support services,2016-09,107.5
Professional; scientific and technical activities; activities of administrative services and support services,2016-12,103.7
Professional; scientific and technical activities; activities of administrative services and support services,2017-03,110.3
Professional; scientific and technical activities; activities of administrative services and support services,2017-06,103.2
Professional; scientific and technical activities; activities of administrative services and support services,2017-09,98
Professional; scientific and technical activities; activities of administrative services and support services,2017-12,100.7
Professional; scientific and technical activities; activities of administrative services and support services,2018-03,103.8
Professional; scientific and technical activities; activities of administrative services and support services,2018-06,104
Professional; scientific and technical activities; activities of administrative services and support services,2018-09,95.2
Professional; scientific and technical activities; activities of administrative services and support services,2018-12,102.6
Professional; scientific and technical activities; activities of administrative services and support services,2019-03,109.2
Professional; scientific and technical activities; activities of administrative services and support services,2019-06,98.5
Professional; scientific and technical activities; activities of administrative services and support services,2019-09,99
Professional; scientific and technical activities; activities of administrative services and support services,2019-12,100.3
Professional; scientific and technical activities; activities of administrative services and support services,2020-03,106.4
Professional; scientific and technical activities; activities of administrative services and support services,2020-06,87.3
Professional; scientific and technical activities; activities of administrative services and support services,2020-09,104
Professional; scientific and technical activities; activities of administrative services and support services,2020-12,101.2
Professional; scientific and technical activities; activities of administrative services and support services,2021-03,99.4
Professional; scientific and technical activities; activities of administrative services and support services,2021-06,106.1
Professional; scientific and technical activities; activities of administrative services and support services,2021-09,94.6
Professional; scientific and technical activities; activities of administrative services and support services,2021-12,105.8
Professional; scientific and technical activities; activities of administrative services and support services,2022-03,112
Professional; scientific and technical activities; activities of administrative services and support services,2022-06,105
Professional; scientific and technical activities; activities of administrative services and support services,2022-09,101.9
Professional; scientific and technical activities; activities of administrative services and support services,2022-12,96.9
Professional; scientific and technical activities; activities of administrative services and support services,2023-03,99.2
Professional; scientific and technical activities; activities of administrative services and support services,2023-06,102.6
Professional; scientific and technical activities; activities of administrative services and support services,2023-09,99.2
Professional; scientific and technical activities; activities of administrative services and support services,2023-12,98.8
Professional; scientific and technical activities; activities of administrative services and support services,2024-03,95.7
Professional; scientific and technical activities; activities of administrative services and support services,2024-06,106.1
Professional; scientific and technical activities; activities of administrative services and support services,2024-09,101.8
Professional; scientific and technical activities; activities of administrative services and support services,2024-12,97.1
Professional; scientific and technical activities; activities of administrative services and support services,2025-03,96.2
Professional; scientific and technical activities; activities of administrative services and support services,2025-06,101.4
Professional; scientific and technical activities; activities of administrative services and support services,2025-09,98
Professional; scientific and technical activities; activities of administrative services and support services,2025-12,
Professional; scientific and technical activities; activities of administrative services and support services,2026-03,
Professional; scientific and technical activities; activities of administrative services and support services,2026-06,
Professional; scientific and technical activities; activities of administrative services and support services,2026-09,
Professional; scientific and technical activities; activities of administrative services and support services,2026-12,
Public administration and defence; social insurance of public sector; education; health and social assistance,,K?zigazgat?s ?s v?delem; a k?zszf?ra t?rsadalombiztos?t?sa; oktat?s; eg?szs?g?gy ?s szoci?lis ell?t?s
Public administration and defence; social insurance of public sector; education; health and social assistance,Date (formatted),Administra?ie public? ?i ap?rare; asigur?ri sociale publice; educa?ie; s?n?tate ?i asisten?? social?
Public administration and defence; social insurance of public sector; education; health and social assistance,1995-03,
Public administration and defence; social insurance of public sector; education; health and social assistance,1995-06,96.4
Public administration and defence; social insurance of public sector; education; health and social assistance,1995-09,97.1
Public administration and defence; social insurance of public sector; education; health and social assistance,1995-12,90
Public administration and defence; social insurance of public sector; education; health and social assistance,1996-03,122.8
Public administration and defence; social insurance of public sector; education; health and social assistance,1996-06,97.2
Public administration and defence; social insurance of public sector; education; health and social assistance,1996-09,93.2
Public administration and defence; social insurance of public sector; education; health and social assistance,1996-12,90.2
Public administration and defence; social insurance of public sector; education; health and social assistance,1997-03,117.2
Public administration and defence; social insurance of public sector; education; health and social assistance,1997-06,99.5
Public administration and defence; social insurance of public sector; education; health and social assistance,1997-09,94.4
Public administration and defence; social insurance of public sector; education; health and social assistance,1997-12,90.6
Public administration and defence; social insurance of public sector; education; health and social assistance,1998-03,102.7
Public administration and defence; social insurance of public sector; education; health and social assistance,1998-06,107.1
Public administration and defence; social insurance of public sector; education; health and social assistance,1998-09,100.9
Public administration and defence; social insurance of public sector; education; health and social assistance,1998-12,97.2
Public administration and defence; social insurance of public sector; education; health and social assistance,1999-03,112.8
Public administration and defence; social insurance of public sector; education; health and social assistance,1999-06,99.3
Public administration and defence; social insurance of public sector; education; health and social assistance,1999-09,90.4
Public administration and defence; social insurance of public sector; education; health and social assistance,1999-12,111
Public administration and defence; social insurance of public sector; education; health and social assistance,2000-03,91.3
Public administration and defence; social insurance of public sector; education; health and social assistance,2000-06,100.5
Public administration and defence; social insurance of public sector; education; health and social assistance,2000-09,107.3
Public administration and defence; social insurance of public sector; education; health and social assistance,2000-12,151.9
Public administration and defence; social insurance of public sector; education; health and social assistance,2001-03,59.6
Public administration and defence; social insurance of public sector; education; health and social assistance,2001-06,115.3
Public administration and defence; social insurance of public sector; education; health and social assistance,2001-09,114.6
Public administration and defence; social insurance of public sector; education; health and social assistance,2001-12,83.4
Public administration and defence; social insurance of public sector; education; health and social assistance,2002-03,104.8
Public administration and defence; social insurance of public sector; education; health and social assistance,2002-06,105
Public administration and defence; social insurance of public sector; education; health and social assistance,2002-09,106.4
Public administration and defence; social insurance of public sector; education; health and social assistance,2002-12,96.4
Public administration and defence; social insurance of public sector; education; health and social assistance,2003-03,70.3
Public administration and defence; social insurance of public sector; education; health and social assistance,2003-06,104.9
Public administration and defence; social insurance of public sector; education; health and social assistance,2003-09,100.5
Public administration and defence; social insurance of public sector; education; health and social assistance,2003-12,103.7
Public administration and defence; social insurance of public sector; education; health and social assistance,2004-03,103.3
Public administration and defence; social insurance of public sector; education; health and social assistance,2004-06,103.5
Public administration and defence; social insurance of public sector; education; health and social assistance,2004-09,101.6
Public administration and defence; social insurance of public sector; education; health and social assistance,2004-12,102.2
Public administration and defence; social insurance of public sector; education; health and social assistance,2005-03,100
Public administration and defence; social insurance of public sector; education; health and social assistance,2005-06,102.4
Public administration and defence; social insurance of public sector; education; health and social assistance,2005-09,99.9
Public administration and defence; social insurance of public sector; education; health and social assistance,2005-12,104.8
Public administration and defence; social insurance of public sector; education; health and social assistance,2006-03,84.4
Public administration and defence; social insurance of public sector; education; health and social assistance,2006-06,103
Public administration and defence; social insurance of public sector; education; health and social assistance,2006-09,102
Public administration and defence; social insurance of public sector; education; health and social assistance,2006-12,98.8
Public administration and defence; social insurance of public sector; education; health and social assistance,2007-03,91
Public administration and defence; social insurance of public sector; education; health and social assistance,2007-06,99.6
Public administration and defence; social insurance of public sector; education; health and social assistance,2007-09,104.4
Public administration and defence; social insurance of public sector; education; health and social assistance,2007-12,85.2
Public administration and defence; social insurance of public sector; education; health and social assistance,2008-03,128.8
Public administration and defence; social insurance of public sector; education; health and social assistance,2008-06,90.9
Public administration and defence; social insurance of public sector; education; health and social assistance,2008-09,97.6
Public administration and defence; social insurance of public sector; education; health and social assistance,2008-12,99.4
Public administration and defence; social insurance of public sector; education; health and social assistance,2009-03,100.4
Public administration and defence; social insurance of public sector; education; health and social assistance,2009-06,98.8
Public administration and defence; social insurance of public sector; education; health and social assistance,2009-09,97.8
Public administration and defence; social insurance of public sector; education; health and social assistance,2009-12,101.3
Public administration and defence; social insurance of public sector; education; health and social assistance,2010-03,141.8
Public administration and defence; social insurance of public sector; education; health and social assistance,2010-06,96.1
Public administration and defence; social insurance of public sector; education; health and social assistance,2010-09,93.9
Public administration and defence; social insurance of public sector; education; health and social assistance,2010-12,104.4
Public administration and defence; social insurance of public sector; education; health and social assistance,2011-03,95.8
Public administration and defence; social insurance of public sector; education; health and social assistance,2011-06,99.7
Public administration and defence; social insurance of public sector; education; health and social assistance,2011-09,96.3
Public administration and defence; social insurance of public sector; education; health and social assistance,2011-12,99.3
Public administration and defence; social insurance of public sector; education; health and social assistance,2012-03,107.3
Public administration and defence; social insurance of public sector; education; health and social assistance,2012-06,98.3
Public administration and defence; social insurance of public sector; education; health and social assistance,2012-09,99.1
Public administration and defence; social insurance of public sector; education; health and social assistance,2012-12,99.3
Public administration and defence; social insurance of public sector; education; health and social assistance,2013-03,99
Public administration and defence; social insurance of public sector; education; health and social assistance,2013-06,101
Public administration and defence; social insurance of public sector; education; health and social assistance,2013-09,105.7
Public administration and defence; social insurance of public sector; education; health and social assistance,2013-12,87.2
Public administration and defence; social insurance of public sector; education; health and social assistance,2014-03,109.2
Public administration and defence; social insurance of public sector; education; health and social assistance,2014-06,100.9
Public administration and defence; social insurance of public sector; education; health and social assistance,2014-09,100.6
Public administration and defence; social insurance of public sector; education; health and social assistance,2014-12,96.7
Public administration and defence; social insurance of public sector; education; health and social assistance,2015-03,87.8
Public administration and defence; social insurance of public sector; education; health and social assistance,2015-06,102.2
Public administration and defence; social insurance of public sector; education; health and social assistance,2015-09,99.2
Public administration and defence; social insurance of public sector; education; health and social assistance,2015-12,96.9
Public administration and defence; social insurance of public sector; education; health and social assistance,2016-03,100.7
Public administration and defence; social insurance of public sector; education; health and social assistance,2016-06,91.7
Public administration and defence; social insurance of public sector; education; health and social assistance,2016-09,116.6
Public administration and defence; social insurance of public sector; education; health and social assistance,2016-12,92
Public administration and defence; social insurance of public sector; education; health and social assistance,2017-03,105.1
Public administration and defence; social insurance of public sector; education; health and social assistance,2017-06,99.2
Public administration and defence; social insurance of public sector; education; health and social assistance,2017-09,103.5
Public administration and defence; social insurance of public sector; education; health and social assistance,2017-12,102.7
Public administration and defence; social insurance of public sector; education; health and social assistance,2018-03,96.7
Public administration and defence; social insurance of public sector; education; health and social assistance,2018-06,103.5
Public administration and defence; social insurance of public sector; education; health and social assistance,2018-09,97.5
Public administration and defence; social insurance of public sector; education; health and social assistance,2018-12,100.3
Public administration and defence; social insurance of public sector; education; health and social assistance,2019-03,104.5
Public administration and defence; social insurance of public sector; education; health and social assistance,2019-06,106.7
Public administration and defence; social insurance of public sector; education; health and social assistance,2019-09,89.3
Public administration and defence; social insurance of public sector; education; health and social assistance,2019-12,107.6
Public administration and defence; social insurance of public sector; education; health and social assistance,2020-03,97.1
Public administration and defence; social insurance of public sector; education; health and social assistance,2020-06,102
Public administration and defence; social insurance of public sector; education; health and social assistance,2020-09,97.1
Public administration and defence; social insurance of public sector; education; health and social assistance,2020-12,96.7
Public administration and defence; social insurance of public sector; education; health and social assistance,2021-03,100.7
Public administration and defence; social insurance of public sector; education; health and social assistance,2021-06,99.3
Public administration and defence; social insurance of public sector; education; health and social assistance,2021-09,102.2
Public administration and defence; social insurance of public sector; education; health and social assistance,2021-12,99.4
Public administration and defence; social insurance of public sector; education; health and social assistance,2022-03,107.6
Public administration and defence; social insurance of public sector; education; health and social assistance,2022-06,93.9
Public administration and defence; social insurance of public sector; education; health and social assistance,2022-09,101.5
Public administration and defence; social insurance of public sector; education; health and social assistance,2022-12,101.1
Public administration and defence; social insurance of public sector; education; health and social assistance,2023-03,99.7
Public administration and defence; social insurance of public sector; education; health and social assistance,2023-06,99.4
Public administration and defence; social insurance of public sector; education; health and social assistance,2023-09,101.6
Public administration and defence; social insurance of public sector; education; health and social assistance,2023-12,99.2
Public administration and defence; social insurance of public sector; education; health and social assistance,2024-03,101
Public administration and defence; social insurance of public sector; education; health and social assistance,2024-06,99.4
Public administration and defence; social insurance of public sector; education; health and social assistance,2024-09,100
Public administration and defence; social insurance of public sector; education; health and social assistance,2024-12,101.9
